index,moneyAmount,serialNumber,leftNumber1,rightNumber1,leftNumber2,rightNumber2,leftNumber3,rightNumber3,leftNumber4,rightNumber4,leftNumber5,rightNumber5,leftNumber6,rightNumber6,leftNumber7,rightNumber7,leftNumber8,rightNumber8,leftNumber9,rightNumber9,leftNumber10,rightNumber10,leftNumber11,rightNumber11,leftNumber12,rightNumber12,leftNumber13,rightNumber13,leftNumber14,rightNumber14,leftNumber15,rightNumber15
94,100,67155133,1LN3kcOZ5HdoZQjGWL8KSwOS6tSjigZ2vhyxDpNa8nY=,WoDaOVdyTIM8qf5HFjjiN95ZVziSI8MF3evJwQL/B8U=,rUsh+SYw8AWWnt0kuVPxHhXiVZCWYxa+xRkIfLEkn04=,pDlCfGENLWBs5+fjZyx6yr2S7R67lhXiPGALMlVEdjs=,O3vbczxcRYWKInTeIUXt14kg3tmdyCGSqnpJyUCqISM=,zLJVQqeCypiRpVIVC5l9sOXST+wNkbV0lZIkLeKwYaI=,TQ5bnn6QCU+4DnfwLGoGuFkHB2rAHVFXVuIuJhyk3es=,hc2LneNmTz/pKBJawfjl6tAOsqGtPOQL2r8SQBmWTV8=,Hv6qpG6FAWvNxIAfkncEt67/a+HJSlpXAl9OrCW+5LM=,LG0mfN5q5zrqqaVY7gf+ryejGhFPaoOLmoSZrmsJrI8=,7TZhTP4j+FKSDoI15sQPGiSoUsVcu/S2wNwxX8SSMiE=,9XEz8B5au4CXzlpvGo77GRuemh8WwooSRqFK6nLGJv4=,Sgh8tnRK7vy8Dh1sC7PisDOxtaU2eV3wcOcwkEmZHI4=,66gjO7cNXBph+dkAqmQ7/Yq2mfvOl7N7Z3Btj9qkv/E=,ZA81IEvkWEcn50GXpqMqzYs1GwQpo9q5RTRLAAyAZbU=,pAEH9YWrq5EIifftE4sDkZlFgunziCcjrv1nGGO6Z7E=,YMJwn1ghUYCRKxUpBdBAW8VSWGKtop5SxSuVp0ZY12s=,RUtIpABbqHz3xct4AlkdHJ5WU3ah/ejaEIDoxvHDe9o=,F9lo6gduLXQDoub07lnzf4DpWNfC1N0b4KeZ6O4Liss=,WxOBb45mmwLTrmacU501Ppurm1btKuxlqMU1dLFYu6s=,e60z1/oxDodNBo8iw9AGlp/7Yv+RuTK4YFCzFnYmPm8=,+cdodJzdrmQSOciFi76WT64z4nVGRhDXxYhcOYtKX94=,knNBVT7lAN+WbGBJzokCAcHxUtPPEos5b7rZagq6wS8=,Wat69mmqPj2Wl6Tx2GsdKukKgHuAD8VICin0SkwRVok=,UbBJv1xEMIQQE4KnEPLzJ66EWfebBaOxR66kfM/8DZc=,dBNWe9zfh3oqxygadaDNSnXDd+6WvGPrsg5S3pUW1x0=,BAPzzomBNxloinYUzDHR73EUzAjo6GgHLalB1hWhGrc=,4nqwV+XysBSbDrdwFJDoa3YJCwIhYVV87O0AtMd97CU=,P2Jr/iW1CPXVHxstKYsDIM0T+urln+RIccu2HZ7OIQQ=,PSdNx7V20OYxnvmD6BNaLPmQr2W56LTvZxdwPemSheI=
96,100,105493328,WHi7WqCMy6i1LB/Fpo0FpIa6SAiYvYjbogNFi3sPaA8=,ufsYizDCrhUp5ZS+b/fKJ2pXxirYYZvM8JWJIv6WyUE=,kY0JUZtBf4wo0GTx3wNUzIY8RuX6+lvN6CAKbPe07Nw=,NpvkudJryWv3lR6aLFbTV+OgB3gWFSvQJy7z4pOJOIc=,xprvvFXGmDPRa81wOrSV4btwFAeZMBS/HfHsbT5tNzs=,vUbRO9vcxtBjJZe3HIzWxx4PxbJOLpXffLnf/Xfr8Uw=,XSw+ARIfKQtsieqwkxD7nBlmYXn6xEmMD2fzSY17uuE=,faQLa/yVUX1cCAHR2DdOIJRWpd+TpfPJ+rqWDjce6pw=,lS2LRHde/VQC+MwaeH33VsshSsk1YywUubzugbD/Ndc=,i2rnx3TPH5uCcu70kuCn5KZ8+OCQFwqhw+TpidQKuzY=,2yADvj8pmE+5jv2DTzihf+VZEKXtUlQd2IJJbFoxfp8=,WvBnBbPdrk3wrHpklKqcviCBScA/AK6RHSJdTbcrzmc=,T30bXEIAOns1eHtzihUip0wPum9MoWd4FUw0kjbvYlE=,s7wyWeSjjkQZ6c0A4C7VqdbNyanP2P15n73mCGKUwc0=,BPEgP6eNS2nPDlBNSzUhBSoRAkGCxm3FC4tgpK7chc4=,4dr/wlsoCQpjzC9TXXdI6V26SER4hb8JFz/sO1ev920=,NlNRhhirZG1K999HFM2RfTDP6yGGz6EBQg9yokFrRHs=,rwM5s/FBRBb2ho6lxzrcx9jNbQI9JAOv+wWJGweAI24=,1POhIwih6SZa79W+XOfHZfIj4iHYHc5b012p+8k4Cis=,pWW2FHgGszekJakVL5FKdnvr5sG0EVKrtnTK5AdphGI=,DJSQRDqCYUIgoX/rlsKlID2fAIPS0juwfUChDteLJSc=,wU9VdKGOOKwhEX7R8qictrXdnKc0WH78adULgVzcIrQ=,FXM3EKQeJEjXd4+r/qu37M57doXpEBam9NONJj1OKHA=,lKnoRn/ODoQrElLLisXcsYbORxN5lGpQ2hq5or9o3TY=,R2ONve2EpMWgXu1QtaFF09aD7HQTqDmVzHWgrch7QfI=,pac/kxTWaqVMhJMfJvmackxdtFmZb9YUBhsqJ795G60=,yWLjZZGm6nCbyVweASZwgWf5DWGqPDwlTBfeCsZi1Mo=,S/1IIa2Sqy8jifVe6R0NKPh8MeRsTRxidMbxTnXzfyM=,pl6qkvO3Puaqq4Hi0HYiUMYjAyp4OXo0yH90UHhcpWY=,al13jxwOAN+/gFePUn6ekI2TBPGwcB6VXgiPVzuHNvo=
97,100,37931652,7MptkBB4kXh0P0Wf1R9rKD8BxVpsB8wuOQRmZAb3tME=,TVpz6s5wiACzCEf31TtVWS+VJ6FGs4bLsOpy4sLhjs8=,i1NLm7CvuM+N+4lt2I1RgxfozTqCTxQGz2JoKfDetmo=,wuounm4BynxMb0bfoQmKMmoDnHBEcRYQzAroebewUvw=,PdwFq4YFx+lPaIB1jjv7FoKPX4gRc+DHRDxd6P8eXEg=,5LxSiaHA/RtMyTMBXn7Fpf3WCLvHuZwhfCk+lSeDjWw=,zKu5N3vceGLCyy8l2H89eXV4uUb7594bkzo0Na7l7Ns=,kPLG+S/KKvUiD8BxMrm1ym5zSbUMAlhpsP7UkjD1tB0=,z/0eDn2YsoKNg4t6f+1dCbJ1DZE8TQlN34GR0mfhLKo=,Sr0/t6rTCRLnJbzOgSGgrXp/FdhiFZ8cwPhNVmUVRCE=,wztUFl3sn+wFgkER9C45+sM/KADEH92CTtPtQDPKYJU=,vEoQ3HeVCH2DSVjI5xIju5MfKOhUiCsDMeJVuSSFM30=,GHFr8zjnkJF4EPxVLTtazuXzhZm/NR0NMO/fRTO/rlk=,4dTuNg0tneKfsu1LgOsK5UCXRQz8FCbmCBIo7/bUqIk=,LBT6nhnRUUlk+O6BVuWzfL9YTBmfu9/qTGm6UKbhk4A=,Y6Igj5ABL7PRprNA7pl7kDEowt4uq6A6Vqz+RNeshbw=,IjaH99FRyn83qUIebH62HJR+TxTsxERnSPU+ZHuQ2Rw=,WmzoP/P6zsAw8umqJV5EzmCe/OOEZjCvHI+2SLiN3xc=,o/N9OpeHvrEhE1wCpbmvyXb2v03P4FzuIh/0EO7gZ/I=,RnwoscrGYFFO97KUPTESLf3nyYhjq9gLAyLKJ5VQwTM=,3ci0njiwV9znodTuQJZ7xugMi9gc4hNfgfOxZKrbsJY=,XEY3dLyvGS7p3JWZn9DDEVVmpjJGlgLfwagnWC9VfjY=,cyxpscZTFbTKeV/aAKVfKnXPM/N0usUf/d/F38MEgyc=,VSyv1sU8tue8Ox5ElmVv6Q3rhmkDTmCu0vcvTugi1CE=,fi7rg6gX1i15z5nvIfoGy4s4GUn5RH4jVNvXDGwU2t8=,z0jeSCkv/3Y5JyBZgo14xFWVt4HyQ4MrLh/ObEOv10Y=,RD+kIHdWjuqUNmd666xHvvE3ImSisgSfaqQoFFwOJvg=,LCDsAXLpUCXSGNHEWIXTJcjaSCjT4J2vp5ZYdip87nc=,YHN+4yj/ZyHbZ5sXwTHN12DYYaxw5d0SVR1kjQmc5B4=,jWcrymFlRqXNcA26zgaLRj7CRqTmvVd26bLZx1Rzuok=
98,100,12618307,hO+n1SkeCaN51Q8RIhGGAFE+wyRnnXJbxtW1VWlU+F8=,tBIVz5V28Qm34CsHscbF7VOzcssnc7MNVRbAiKFz6wo=,aX0o/UWHH/JkqWiVck4Cu3ZQxH4zsWZSFQg6egs5W5I=,L3201rgtbUo+141WJEc32NPSEe9eVyvnGGQTtjbJhtI=,ePOUBpkXZgMVx6X3UrN0seCfW7nzOm4+YjLhNNiBk68=,hMzBcfYMMy6a2pslL3FPUDNq2M/WCQn+bQrpjDJHETo=,UJX27cFfeSpMf4lQyJEQsirUKnWjeLBhzQZ2L+xcZQA=,IseVm5leff0Ae6hdrs6DPAk7bMey0CI/N1aaFDVGWjc=,0FfiEw7d0saanvmZDPyOW7Sy6jWIHfn5mRyOhWeuo6Q=,4fp2+glJRTTqmVDPOzwN+oxOQYQFcZbURoxXPFuFkXg=,Lavq+C0WpUxrJla+dCyagXUZ2HboJtYIFy0EpgIQwj4=,bTjThJFS8sZAPZ9qIFZo0q/6oM+NDZdpPUlUnfsjQ2o=,NinlUId3ulad3cUVjQuYPvyzvn4JmttbGy4pu/fNpvU=,hCUgVqBoXZT7Wmcxx3lYgh1fxX3pMtFGdl47kNs0qJo=,di8cCuUbLcMI4GIs/R9LK3X5UnEc6DujeDR6+sWPuFE=,P6dvnCtLqJsIkPhxI/L76DMvVc2w4pOyWo+reC1q+yk=,EVVGQIgByKPZBXR9pYWI5nvNpmt4HM+Mh5pqI3fMvEQ=,QYdNK2PXw75vBgda7C3BAGEXndDQo/3YAIW8ef3YMBM=,dZ3ny9l824tJFQKv6z5QF6gayXWiBLOCsvPAIaroxck=,0yzYo9ayZHJ6v+GU/u+CDSXDaKMMC2ea0kXG12fXyzQ=,m7TaHUGr9MHM2kRiuKYhbwZHNzERt9brlShy79FxdLk=,wHeYwMMLMPVcCihdzqe5KcWZN3FJM3mqTG58K2+t1Po=,8YeZCZGYWZok/5duBtR4rNIyygY14qM/EDSfnLkVFKs=,hwrWoJgnzPwlmqkeZy/aiy8clvKb6dCedRwjk8w2rAk=,uLoqvKQk2yU4yoHA06conX5gxd91qc8/BVGaB65FxPE=,pgHfP9Qiarjv+kXHt8xIp3CqigDz05w2LGFjSbxA0cA=,9UIM1Bfd4DJzwgVqyKZ2p/Iu2OkEQMcLROtuKVeLrzI=,9DZxx3en7WMsiIl1BQmUBVgtidVJD7nRjTZbNfhmxxk=,7G7ohLed9cMKZQyRESUgDXjtjTR3gVVo8xbFsa6FZsE=,OC+HNYcUtnIBaYsUtItPaQSg4zove7nGtipOTvHOz5c=
99,100,27202948,V4S6l271JWBuvgPunnkRUYDy211aJeCvNWYZSig3NQA=,4P6QOEWQdUNJTmJae8NwMoMbCNG5Hh6YOQZHGrWpPWI=,cDVVHVkDv2PZoVRlrEuc63jZGmND3uBKTTN1mMdLV0s=,Gixn9ckNEWNsA2fEyCbAKPNcCSB2Q/E0cuQdSTOiH8k=,z+72QI6i0VeD0OJ7xIRMJjAML14oRVULPukxgRiFs34=,0yO6Rlg8ifFE2597URu6+YIc0nw4zI5J5y9pqoWp9eA=,Hh1+H052rhlGPWVg0G9rOv1ez+mveFoicssBRb3Vlcw=,CK16bAUPE/1D1Uzg2FsE7LfuEY66Lgl8fT7VZGl+sDA=,0ky589pfl9ObyVrORT5DbHN6s+lDPTtqXKE27b0hJEM=,0PDX2VWRiNO4MI9gCt++gWDAtR2EaEmelR/8R3oow5w=,OfaLQGCgxP929CkEvJCRs9RTCilQNteO+31/al8JUtI=,vB4ct5klYylkLgUnWsbpVo+i3WMSrA4qMIkZXghCx34=,m9Pxty/zrhtpvnxQ+YuxsQ0SgNd7h+7+RKQ8132QxCk=,xkBkz+H2wtitWlcUvdMaUhOPTW/UWamrsEI2zhVK3uA=,L8JR3PEtUEHVIF85ym3jB2PXMsn78INJ7Bxffb1Tpp0=,w5JuTKdqs2tOHFzb8sLENaludXPs9X5051nvMA1CN2o=,8sZHdDHWI1OvvORQT6XqVy2s6wIekP2+u3ucKsKkgM0=,rctzrxApbXPl3omU9TkqVNbZKNOGih6++i1L3gJJ12w=,YK1XDX5YTG6srIKuGWPNJdqoyIf2CSG8FnZe4eiGDas=,Y+xgwTqJY9IFtTMXh6DXHqns29Ya3sYYAqlBaT8aEBE=,CHUpemPS/4knsf9NSJx5zLpuEsooUnmZdWWFoODKUFQ=,Z5aH/BT6i4SyJHro+WNl5CQQ7KL3rMOge2S52v6L/BQ=,giH00ll3okO7MNKRb43UjEWZz8qNDK+LHwEBMguHsMQ=,CTmCgp1RQFhslUF/zjydQi1tBDG6P9vAvfzdI/e3+A8=,18M3NCrBpg/yqzXTB2ITqO4h1Oeza06BmTj9LnaZzyQ=,gMrXF+4iAZ3AE2l6Sf3ipGYrJ5FqWe85rTPH5d1kd/Y=,FGFoR8OQwMPyPpKIIASdXvASEsAhHEUfPc5vim+iWQ0=,pqik+FQIQXjVfd2dTHUUSdkOOWHspXn1jqEX6SQdjIE=,vL9kpfJSCuUn2mR5JVotLzLjsFO651tuUxvlFYm+09k=,mrgweuhuNfA1uR5rYqBEiTb85Vn8UKoJh0nXmGNspIo=
6,100,81542096,9YwZTSPgStXhxLTNKlzWBhkVBNt/0H/SCC8U9G0wfpo=,FKbS+VI07flBQEvmORFfFRvF5LNCAVUZS47BsWDkRog=,as0g/3B5SRIhSwqVz/KcDSXxnDw5JbsbmQ3aEGR68xA=,eeR8yL312ZlCVeEg9RL5Bw7yOXLX5iaSGHIg7bidzCM=,lrCEzp42+CyRklTJAqDycQUd/N1jyW4vAxoJfAAOT8M=,u3nLQn2crhr9FrjL7MuQGqEHa9pj+akPAzlS9dlV9zA=,R6kC1+wMntTWF82tDi6lteTwRszp0ZkNzp4y833/no8=,nb/nX902RmKxmdc9D/Uy90o/xDLlB07iqvn6yXSutfI=,Kd+SDY3KnJ15RMd7yT531ybuVy3N2V4zX6dRRjfiKoA=,jowYhT5oQ/35SiZUML/nMsbuLgNS0S4df+CbmWANIBE=,psW/QiGmgiOPvHzCRt1OvMAYCfAxZhhAXHHqzMi0AeE=,2XGDQq1sVHuEQxaMtQCsPhr4B8noHX30uhcpiBnBzB8=,9KCRMYGfWD//rvY3dtTAbG8nBiuAkGKM7aiN5wqzubY=,zgynamLzJ7ktermot6SWw4vt8dlAkGUCmh/SPxoIjIc=,0go10pjMmy+SdDhosSu2iSBfQsbEiwz37mA9kCYwK/Y=,g1K7OOWb8StsKFYk3wqDbTMNxYBv10ZWsBqQHrjF0Uk=,JqWNkU6b2s8vHCbe9rDV4xAG6aCTrkcGUBLpBGtsUg4=,jkjIvei4JRmShr5GR3pp4JNpVgvNnOwimRFT6iMKTaE=,OO9MWm8JbXf5Cf6E3Kbif/260lk4Mx1jfLoXzgNOFe4=,4pbnPoTfg2k0oa/xQ0v15m4/I0riL3e4ERXKaQtGpos=,cOGQ9XbNAVCPQJG/Xj3k7eat4TMQ/Wgrp4QHXakhvEc=,UKnRgOHscIS19zwfHzJ8XhshBsL3TyPZZbLotwIxlyo=,1/dHWqQBsmbpHD9NNDcTgcnwFk55hjArLNyFcRC9GUk=,eQ3OslpKyHoG7CvQUSNxCdqOqHSoCUD5y4URhyoHcN8=,ReHKrcqVQ5KDTAk2jhcz9ZtwBmcmGY67zWf4yt6H614=,pSDPsdf0L66syv6LqgkKyaPioGM+K3mqhiYVmbHqheU=,9JNiL3oPw8oPyUHrsBjcfZnDRe8Q4IzY/NuFn153dTw=,o5ANlOr47xlf/f3YvjwVkXOC/LcT5zRwwGLdOT82sx0=,E0LYSIPmjIjBiOku3KZAfKDzeU4M8NKf7W7H5pChj0w=,+xYT6TENmwLeZxai2VYYPv0VV0eHDb8f7wboPdWXNhg=
7,100,20457840,ZkipqSBTgCbRO1VYOFU8CkLE/GJ3MPNiLY/Vqh1NUSQ=,D6jKB+UpPpVk3bsLziq+PTM57CzGZ61wlsV6HVuKQnI=,OpFL2MuaR3Wcizrn9FzTlxkwRd+DI66Y6533gABHAeI=,1OQDqk9SkuHEeOTgCuYWAHzmJdtOz0IIku0QIYOgSC0=,EC1337TxdHwX8rcf44o6tfCEDAugErCbCdhgFUU2yfU=,/zRTPajqp1QmeYK6plwQFPac6ODllPwmDXiZS2KmaCc=,w2OjeQcsnSqFFJtBAGPrJxb4D7oYpxlX4HdmADXmpEQ=,TeHajJJVG7Q/e28AWLQDfDNZPzZZSy953HZJDtfroa0=,EsMlPCDgG1N1scVkJabKYdt0EbOi4PyifS8YXWlEA04=,gyaxOfrJrjbonYk7iXOu+qFblmceNIg/y7TiT6cpX70=,8NxUtLyupgy5/DLjyCGGaGHcfByUeR3x+8bUWMBdoHs=,AQKg7ky/c6bjmK9e5K3Be9ovlsdggJQMyLG9kGT6a6Y=,XF425udPz675vXkUqY1Wg9kb8sxxuTNk3t9GZ1e3iv4=,TBCopnLa+pAJm5wP8dWyyoZEBxBGqFNUfDEb27kI2Gk=,L3bQfa+ahhqm/BPbzq84quY0PedF/KRl8IbLpJUFEU0=,w356m21A2RMya5RZYQcWV0vcVMz4/hhKwqTWERmtqtA=,jUjtV1mQbPGDHatiAOJvr5ySyCJElql3rn1pLT15uBY=,SuzmX9aokD2vFdpMmvva9U59ihwTn+CjUn+jAucxvn8=,nHvn+dnVUICvsbwRHxKA10DXa78C1naw9I7999KXFa0=,S8W5HzkjWnLa4gJuC9kJA0me7DXj1s1zfOhCVJitcxo=,RaOEDXYRTn3qMaO2p6hNq8BpUpE3dO4h889gLR1A3DM=,tVZyH0ZJd6a5yZtyxewotw3YQ4+hR9RU94NEYpPfNqs=,8KScwOWFdy1NT9tv0bOFklpVlBpRu4pSMwh6vhTkqhE=,K0b1y2IuR+gvLIfZ9doichxeI05PNWuZRk9me5E9pns=,2CASwu0PiNGbkj6ci9eG8znvJcav3jafqmOdeRJKmxE=,QyVKCdDID1KTRsvc1Y2MZSGpDEaFeg5Ifr33+QX4rVo=,Ryvt4VbxbRkEGZhSn4QorRhWs8rrbos9izM6xiH5Vio=,mYDpbwMRMMLT1WONmhOSeM4gkTMNJZtRCIv3Q06s3Vs=,jx5QfUDP4MnuT7A/4mK13JjC+HZT1L01BCOIleuRFw4=,wQ5CByVFfcusxpw3bTtu0l6sot58zoa6dMaGsUWeqns=
8,100,17501597,PZH98JqKtRG33GiFRu4+pqCudlACoWl6Th6unohwpuU=,n3/SxRFMQU/NV7yudjJdmx5YIsCrfo+TnGEk3atBQDg=,1Shxs2qjkeaOcnunCHasN7HcWSFAT/WRM7r+zn4oeGw=,DHE1xE0FrIDAqPsIBRtVR8aqh0X6tW8AfloP4/htTBQ=,M9XGiqhvW2RDitcjT0kj3HNQohUVJqUOBvSWwQthnf0=,8HHW7iQnMdE5uCM9fc2tphvsQXkDx8BcZsaXhQf+cSY=,TxretdlVWh4ppMg3VWXfSu+fR5WhV/cacxkTkoe+UUs=,TX4GEVRZrNf23+SERAc0WkwqpWskQioPoT/i/1wpq/c=,r6UMRwcrFeeFdq/zDhIWEFC/PwV5Wy06Mv+T1lZwgn4=,yjM/Cd5dvaaVNeDkmem3BJ9FUK+yd9xhayhGG/TzWLc=,+4YpNkFHvbZTXQopWGvV5BNNtDjuS8AZW3Tin1A8CWo=,1j0MIg8KblhH3vU7h7Ch3Ij0i9R7FgRt4ycCBhwmVoY=,viHuA31QRxl5+S871zq4Zcqqr5Eoyapcd5pI8ZBEzos=,iO6QidKY4XQcF5R5vv/F7rlPPGei2TQg2a4gILo3s9M=,1sW03jPfiX/i5if1zwTDj0gNyL0QwGE7sYy+yw+MdAk=,S95pYC+koZAcxPjSUS08NbEyPvuzYknpEIASJ5iU9ng=,IMeSN+og+rOF8Bcc+zsej8mhkpjIBk3VmioXehrkpxU=,ubo02MOYiJTE6UTV1Lzp7cMWx9SV/of/AtPt8hArbJk=,JqRD01z3mZFMACQ5raEX0UnpPKaGBsc6aR3UwYAHrew=,Iw6gzbBP7/x6skD6uJlgbca74Bw/ELQYjq5G2vQgqbo=,WtqeJ32e3WFC6YKSVzHpmBxp6eJAOgFB6AOyC4HF6Ig=,BbMxAfyNSpq5Qqw+ag18YoGMM5tbeMqQq1yr+GS/aX8=,OdlYBKA0S+0JR8gV9sOBtt0ESUqllOXqRZxl4movBb4=,4zXJ2GcKu5MOIWDT0ikyHgZTu7D5pcaR5Bi/q/lGSP4=,bQgdY7NADMChLCCYXf3blprtN4c9AiLCEBziPnGztAM=,QV/OYeS6GSsJHR7gAKjpgprGpQG4B7Bf+TFendHoJos=,NJNR0VRHcTFMQn0LkWIRVsWpb9uWemqQJYG5a6mn1j0=,8U76DJUioGXPCd8s/kabq5lCYauqwWiZOud6eOMKCxI=,RagwbZDBVMkTaqNn2BrrWoJ2CRF2VyooSAMDN8YSvZA=,XriTreQhWf2SsR/9VnxsSnOlJNlpP3ZAWdZNERU6Oxs=
9,100,54682442,bX8bCwzuBAcgjg5CK2Qy91gNdX0CNfpvE2EkjCtjYqk=,p4nR7ih4zhssNLxgAsCbRkQQUz93y9eIV7aiVx2PJzw=,6QeivZDG9PotZpl76yMm0x2DgPjDovMYFwEKpe/WvMI=,ElJNGLdKkxyRzCTFj28KtfGk/05Vg+1WdxToaT1T/PQ=,g9aOSM6MwiX9XRmxokstVpKpn39rcJRPlsd8qg5RE08=,Ytf8qOg17Vxay9pd5m7CZ7jY1d+j/+Q4u1Qhl3x6yuI=,SWWH6vPR0yon66b9xUjq9cVKEL/bJWcLK9wzjuz/jDo=,RFqZXm2R6nCX1XchBRZTlFuT3O+ev9y7G6o3YBktURU=,Y+/lNCL4RRFcfSCqEX4uVz8tca00f9rjUWo72BkgXak=,kxhzoGYpCJYUiQZoZLQF+Eoqx37DtbeeHvOcsLyOP+U=,pAueegnp5hMZ/g9ARKkfQc1FI7wdoh3Y05ZuW0XywUY=,5GHJqYuNi/4PZ57axVqSnQ0YlK8Ht/kS6QUDc+MRvrU=,K53ozoeAY9edRtavSJFrzxAzqSq0dqPOJeARCZp7lSk=,+zSNsZNiLixLkJ7mQraAn9qS9l9YwXTzssY+ygnxvgE=,RUWjot+sQFZjmaFPgqdURyGURU/OLLD8BjZCjDQU0Ws=,dEJkEIPnEaQdzzT/DrNlAmclQfEitQMzUzr0WXlSCoI=,yjOlsB9ztUZhDFdt3wIarOzQxJ9A8AE0/whbgt8vipg=,CNxlC2g2D+Hvki6BB9J9hIDQUKCy8q8mBkG31oyHe9M=,q9unQIIBNsnZGU9w7cobPx1xK+ncIf2hmLiE932Z8To=,3dwlRmPAvb88WMIhcTTvJMeAuuDkPCmm7NhZFnoOEKo=,tng2pKF9CP2zjbg98fQ7sXx88RlsjSuHPgIQkHMhut0=,KoaYBpmLAc+/aJAEefBt21CWdqu4144SOxCrtRVFpeM=,jUgIvEnjYQ5yBfyGHX70parpk4gC1Ug4VbO0dzi7qsM=,5+SmE/8SWs22gxWkEhdReInOgaPEz/ur3WkYutbXBaw=,VAS/dBhh6ev61N2d3fM1y7BTGA9Jkn5eA3z5mYRV6M4=,KicXuoctnbgAA3V080KK/x/YvwLZ0PtTHX6ZEKfuywY=,l5+VxRSQ/FUMfLPXEqeie68yPy+wuOvSbXWlMbc4ysI=,okM136uUPw350+/F0QD0a4WnHpZSfA/hBbIMqpwXd74=,q1kZn16AeO4ZUsCKS0IWPws3V/4vbhb4VD3W+PsGTAI=,anuc9aqei9xW9acubHKx8aiWLlI6xCujUK4OWSIJ5Q8=
10,100,44738411,uSvc9VPHaM3yBjN5Bmtbh5bQGOHHwU8NwJcjefLyzRE=,c1uazLMdbBImcstRqe/KGtXKfe2VgDM9sJ4mDiMN0yA=,uQnCmViQ7GUH7OLqw8DUqDPF1gNGx+PUr9/T2bmujjI=,3b4lAPNDSVNj7TdLXHfM2lmqeq1ccsNNA/LtS3Dy81k=,5MLeAn95H6v4FkhIUiKq56jshn9lu6bSatWHcw95W3s=,W84UQ0F/62PO8OdUqHARRbfIS/dosqMjjhD2H0eB6v8=,leMe0k5dRWekVJBjiMl3DsTM6pG7CZ93dGIw8debdbo=,srljc627RKmde+pzcuEQytDySYBNpkGqFKN6caqaBf8=,JAuPriWXIbvtRJApSfMXxt6ZzK3QnHoFM4S3JvzPeb8=,JNb6dJyEYSXeuwmKjtGN6jusLZ12zFXPBKBnaeQ79pM=,28z34TcW464WPKwRJrJWO1O8eD/0bk13zmflZgn2a6g=,fUBBdXM7qjcQPxfZ7buaUMxs9hVa9EX5Fe4k0xvhnok=,b6eiDRE7YLaFv/Kj84uRu3W2Z1soeahgE2ltPRRvn20=,mXHi4kj/jE5ecBayAJxvaiXo0gcqN5jXUQrnlZ6ANfQ=,95KATUtWvhucc+X6lL68+5WxnuRH7/Olo1iBDwmdSLc=,tEOyjEA/YyZVTZooLRNq/MaeP9+3yO7h1Ad9wqmc2v0=,ADIRla++0apZSd2nTPjVABzZmSNGxa4v7XPesl3YTAY=,suqAYyYuXB9VHyUoyonThEHtg6lq7Ce8F0Jxk3KcMOU=,NJdJuTfyVwMfONIvuymT12+YEaYOyCefV1oghbBG8bM=,SwF04d4otNBx6pPrEtOSqgNA7HDcm/jbmUttfOb5rfU=,RhR4Kbm17DUm02P7dqtpFlqnDllUKnQSZIluqnJ7H7k=,zvFcvpQhHgL9LRb1wQveCwa7JcQ+7H4PQRbOS3Dt8Yc=,Mhqiva01vckwANTXDrL8iZyMkBhaAfsGEXrhhqe3/aE=,RcdX8xSTTt/bYGfh9IjDfaf2tksLBNxFw+9juq8lgQg=,mYd/03eGCh8QAY2HS8iIrhku6H01GsQjKu+mznKVaeI=,ofAh/GpNt0lJ4jQB7fOtC+T92Ng0l4YFmGzXlpcWM7k=,8y37l7AfXCZ+28lpP36ZrCuDmuuwMPdAid+paES7wis=,cW0U228nxUmS1R4R1bRdrbrFGVdZSbg/Sml2nnkRJ2I=,9zysWxCXEt/Wcz6q/D2GpAvM9MOMPnmZhNWRqXPlf5s=,ljhz63oEcSUTuuoJQu/NcN/IxZRhqzG/2CVc5zQTa04=
